,Measurement,Year,Country,Proportion,fCountry
27459,Protein,1965,United Kingdom,0.591397849,United Kingdom
27460,Weight,1965,United Kingdom,0.206193806,United Kingdom
27461,Calories,1966,United Kingdom,0.335828343,United Kingdom
27462,Fat,1966,United Kingdom,0.243967828,United Kingdom
27463,Protein,1966,United Kingdom,0.590296496,United Kingdom
27464,Weight,1966,United Kingdom,0.202144559,United Kingdom
27465,Calories,1967,United Kingdom,0.327079108,United Kingdom
27466,Fat,1967,United Kingdom,0.221238938,United Kingdom
27467,Protein,1967,United Kingdom,0.573770492,United Kingdom
27468,Weight,1967,United Kingdom,0.204032741,United Kingdom
27469,Calories,1968,United Kingdom,0.32249873,United Kingdom
27470,Fat,1968,United Kingdom,0.251351351,United Kingdom
27471,Protein,1968,United Kingdom,0.570247934,United Kingdom
27472,Weight,1968,United Kingdom,0.206183537,United Kingdom
27473,Calories,1969,United Kingdom,0.31997997,United Kingdom
27474,Fat,1969,United Kingdom,0.254691689,United Kingdom
27475,Protein,1969,United Kingdom,0.557640751,United Kingdom
27476,Weight,1969,United Kingdom,0.197631528,United Kingdom
27477,Calories,1970,United Kingdom,0.312223859,United Kingdom
27478,Fat,1970,United Kingdom,0.262755102,United Kingdom
27479,Protein,1970,United Kingdom,0.550531915,United Kingdom
27480,Weight,1970,United Kingdom,0.200229051,United Kingdom
27481,Calories,1971,United Kingdom,0.317864271,United Kingdom
27482,Fat,1971,United Kingdom,0.262467192,United Kingdom
27483,Protein,1971,United Kingdom,0.568681319,United Kingdom
27484,Weight,1971,United Kingdom,0.204497405,United Kingdom
27485,Calories,1972,United Kingdom,0.315601023,United Kingdom
27486,Fat,1972,United Kingdom,0.276119403,United Kingdom
27487,Protein,1972,United Kingdom,0.559888579,United Kingdom
27488,Weight,1972,United Kingdom,0.211859415,United Kingdom
27489,Calories,1973,United Kingdom,0.300880626,United Kingdom
27490,Fat,1973,United Kingdom,0.24173028,United Kingdom
27491,Protein,1973,United Kingdom,0.550964187,United Kingdom
27492,Weight,1973,United Kingdom,0.211663872,United Kingdom
27493,Calories,1974,United Kingdom,0.310507057,United Kingdom
27494,Fat,1974,United Kingdom,0.275482094,United Kingdom
27495,Protein,1974,United Kingdom,0.537604457,United Kingdom
27496,Weight,1974,United Kingdom,0.223200613,United Kingdom
27497,Calories,1975,United Kingdom,0.320930233,United Kingdom
27498,Fat,1975,United Kingdom,0.292613636,United Kingdom
27499,Protein,1975,United Kingdom,0.569014085,United Kingdom
27500,Weight,1975,United Kingdom,0.233891626,United Kingdom
27501,Calories,1976,United Kingdom,0.317887394,United Kingdom
27502,Fat,1976,United Kingdom,0.304785894,United Kingdom
27503,Protein,1976,United Kingdom,0.576177285,United Kingdom
27504,Weight,1976,United Kingdom,0.237018096,United Kingdom
27505,Calories,1977,United Kingdom,0.313121272,United Kingdom
27506,Fat,1977,United Kingdom,0.24863388,United Kingdom
27507,Protein,1977,United Kingdom,0.548128342,United Kingdom
27508,Weight,1977,United Kingdom,0.222326103,United Kingdom
27509,Calories,1978,United Kingdom,0.31865285,United Kingdom
27510,Fat,1978,United Kingdom,0.326203209,United Kingdom
27511,Protein,1978,United Kingdom,0.568181818,United Kingdom
27512,Weight,1978,United Kingdom,0.232616212,United Kingdom
27513,Calories,1979,United Kingdom,0.305,United Kingdom
27514,Fat,1979,United Kingdom,0.296758105,United Kingdom
27515,Protein,1979,United Kingdom,0.542234332,United Kingdom
27516,Weight,1979,United Kingdom,0.228391634,United Kingdom
27517,Calories,1980,United Kingdom,0.3,United Kingdom
27518,Fat,1980,United Kingdom,0.315533981,United Kingdom
27519,Protein,1980,United Kingdom,0.548295455,United Kingdom
27520,Weight,1980,United Kingdom,0.223480559,United Kingdom
27521,Calories,1981,United Kingdom,0.296859169,United Kingdom
27522,Fat,1981,United Kingdom,0.253588517,United Kingdom
27523,Protein,1981,United Kingdom,0.548850575,United Kingdom
27524,Weight,1981,United Kingdom,0.215513947,United Kingdom
27525,Calories,1982,United Kingdom,0.286723877,United Kingdom
27526,Fat,1982,United Kingdom,0.241463415,United Kingdom
27527,Protein,1982,United Kingdom,0.527065527,United Kingdom
27528,Weight,1982,United Kingdom,0.20600939,United Kingdom
27529,Calories,1983,United Kingdom,0.294967613,United Kingdom
27530,Fat,1983,United Kingdom,0.267734554,United Kingdom
27531,Protein,1983,United Kingdom,0.540616246,United Kingdom
27532,Weight,1983,United Kingdom,0.210268949,United Kingdom
27533,Calories,1984,United Kingdom,0.290401567,United Kingdom
27534,Fat,1984,United Kingdom,0.297008547,United Kingdom
27535,Protein,1984,United Kingdom,0.52303523,United Kingdom
27536,Weight,1984,United Kingdom,0.208341091,United Kingdom
27537,Calories,1985,United Kingdom,0.306628517,United Kingdom
27538,Fat,1985,United Kingdom,0.306613226,United Kingdom
27539,Protein,1985,United Kingdom,0.544270833,United Kingdom
27540,Weight,1985,United Kingdom,0.20334313,United Kingdom
27541,Calories,1986,United Kingdom,0.292430654,United Kingdom
27542,Fat,1986,United Kingdom,0.298676749,United Kingdom
27543,Protein,1986,United Kingdom,0.523195876,United Kingdom
27544,Weight,1986,United Kingdom,0.200980392,United Kingdom
27545,Calories,1987,United Kingdom,0.303496503,United Kingdom
27546,Fat,1987,United Kingdom,0.270168856,United Kingdom
27547,Protein,1987,United Kingdom,0.557894737,United Kingdom
27548,Weight,1987,United Kingdom,0.20357659,United Kingdom
27549,Calories,1988,United Kingdom,0.293333333,United Kingdom
27550,Fat,1988,United Kingdom,0.283524904,United Kingdom
27551,Protein,1988,United Kingdom,0.517412935,United Kingdom
27552,Weight,1988,United Kingdom,0.201057269,United Kingdom
27553,Calories,1989,United Kingdom,0.295623836,United Kingdom
27554,Fat,1989,United Kingdom,0.281310212,United Kingdom
27555,Protein,1989,United Kingdom,0.537662338,United Kingdom
27556,Weight,1989,United Kingdom,0.201266714,United Kingdom
27557,Calories,1990,United Kingdom,0.289569991,United Kingdom
27558,Fat,1990,United Kingdom,0.27706422,United Kingdom
27559,Protein,1990,United Kingdom,0.512437811,United Kingdom
27560,Weight,1990,United Kingdom,0.200387051,United Kingdom
27561,Calories,1991,United Kingdom,0.295988935,United Kingdom
27562,Fat,1991,United Kingdom,0.276173285,United Kingdom
27563,Protein,1991,United Kingdom,0.530456853,United Kingdom
27564,Weight,1991,United Kingdom,0.197021353,United Kingdom
27565,Calories,1992,United Kingdom,0.28879892,United Kingdom
27566,Fat,1992,United Kingdom,0.373015873,United Kingdom
27567,Protein,1992,United Kingdom,0.537275064,United Kingdom
27568,Weight,1992,United Kingdom,0.18757742,United Kingdom
27569,Calories,1993,United Kingdom,0.294413919,United Kingdom
27570,Fat,1993,United Kingdom,0.398026316,United Kingdom
27571,Protein,1993,United Kingdom,0.521197007,United Kingdom
27572,Weight,1993,United Kingdom,0.194617715,United Kingdom
27573,Calories,1994,United Kingdom,0.29142079,United Kingdom
27574,Fat,1994,United Kingdom,0.391080617,United Kingdom
27575,Protein,1994,United Kingdom,0.521197007,United Kingdom
27576,Weight,1994,United Kingdom,0.192300838,United Kingdom
27577,Calories,1995,United Kingdom,0.30169647,United Kingdom
27578,Fat,1995,United Kingdom,0.386554622,United Kingdom
27579,Protein,1995,United Kingdom,0.539042821,United Kingdom
27580,Weight,1995,United Kingdom,0.199562603,United Kingdom
27581,Calories,1996,United Kingdom,0.302232143,United Kingdom
27582,Fat,1996,United Kingdom,0.372937294,United Kingdom
27583,Protein,1996,United Kingdom,0.545905707,United Kingdom
27584,Weight,1996,United Kingdom,0.196854568,United Kingdom
27585,Calories,1997,United Kingdom,0.307158351,United Kingdom
27586,Fat,1997,United Kingdom,0.387987013,United Kingdom
27587,Protein,1997,United Kingdom,0.536130536,United Kingdom
27588,Weight,1997,United Kingdom,0.196998447,United Kingdom
27589,Calories,1998,United Kingdom,0.315561335,United Kingdom
27590,Fat,1998,United Kingdom,0.420792079,United Kingdom
27591,Protein,1998,United Kingdom,0.54109589,United Kingdom
27592,Weight,1998,United Kingdom,0.188253268,United Kingdom
27593,Calories,1999,United Kingdom,0.310038119,United Kingdom
27594,Fat,1999,United Kingdom,0.454692557,United Kingdom
27595,Protein,1999,United Kingdom,0.533632287,United Kingdom
27596,Weight,1999,United Kingdom,0.193096548,United Kingdom
27597,Calories,2000,United Kingdom,0.31440678,United Kingdom
27598,Fat,2000,United Kingdom,0.432137285,United Kingdom
27599,Protein,2000,United Kingdom,0.546485261,United Kingdom
27600,Weight,2000,United Kingdom,0.208622147,United Kingdom
27601,Calories,2001,United Kingdom,0.296809404,United Kingdom
27602,Fat,2001,United Kingdom,0.406940063,United Kingdom
27603,Protein,2001,United Kingdom,0.520361991,United Kingdom
27604,Weight,2001,United Kingdom,0.199215558,United Kingdom
27605,Calories,2002,United Kingdom,0.31625,United Kingdom
27606,Fat,2002,United Kingdom,0.43003413,United Kingdom
27607,Protein,2002,United Kingdom,0.551339286,United Kingdom
27608,Weight,2002,United Kingdom,0.204176707,United Kingdom
27609,Calories,2003,United Kingdom,0.321186441,United Kingdom
27610,Fat,2003,United Kingdom,0.318600368,United Kingdom
27611,Protein,2003,United Kingdom,0.55530474,United Kingdom
27612,Weight,2003,United Kingdom,0.187333855,United Kingdom
27613,Calories,2004,United Kingdom,0.317062995,United Kingdom
27614,Fat,2004,United Kingdom,0.408547009,United Kingdom
27615,Protein,2004,United Kingdom,0.559090909,United Kingdom
27616,Weight,2004,United Kingdom,0.190789474,United Kingdom
27617,Calories,2005,United Kingdom,0.319185059,United Kingdom
27618,Fat,2005,United Kingdom,0.423469388,United Kingdom
27619,Protein,2005,United Kingdom,0.552272727,United Kingdom
27620,Weight,2005,United Kingdom,0.176970634,United Kingdom
27621,Calories,2006,United Kingdom,0.316455696,United Kingdom
27622,Fat,2006,United Kingdom,0.357758621,United Kingdom
27623,Protein,2006,United Kingdom,0.556064073,United Kingdom
27624,Weight,2006,United Kingdom,0.168206735,United Kingdom
27625,Calories,2007,United Kingdom,0.314166667,United Kingdom
27626,Fat,2007,United Kingdom,0.267477204,United Kingdom
27627,Protein,2007,United Kingdom,0.54954955,United Kingdom
27628,Weight,2007,United Kingdom,0.170043069,United Kingdom
27629,Calories,2008,United Kingdom,0.316070695,United Kingdom
27630,Fat,2008,United Kingdom,0.344117647,United Kingdom
27631,Protein,2008,United Kingdom,0.560810811,United Kingdom
27632,Weight,2008,United Kingdom,0.166481687,United Kingdom
27633,Calories,2009,United Kingdom,0.320432792,United Kingdom
27634,Fat,2009,United Kingdom,0.381520119,United Kingdom
27635,Protein,2009,United Kingdom,0.571100917,United Kingdom
27636,Weight,2009,United Kingdom,0.172527654,United Kingdom
27637,Calories,1961,Tanzania,0.286520376,United Republic of Tanzania
27638,Fat,1961,Tanzania,0.179310345,United Republic of Tanzania
27639,Protein,1961,Tanzania,0.332298137,United Republic of Tanzania
27640,Weight,1961,Tanzania,0.449358855,United Republic of Tanzania
27641,Calories,1962,Tanzania,0.293242405,United Republic of Tanzania
27642,Fat,1962,Tanzania,0.18,United Republic of Tanzania
27643,Protein,1962,Tanzania,0.327102804,United Republic of Tanzania
27644,Weight,1962,Tanzania,0.463626292,United Republic of Tanzania
27645,Calories,1963,Tanzania,0.280637255,United Republic of Tanzania
27646,Fat,1963,Tanzania,0.178082192,United Republic of Tanzania
27647,Protein,1963,Tanzania,0.333333333,United Republic of Tanzania
27648,Weight,1963,Tanzania,0.444962687,United Republic of Tanzania
27649,Calories,1964,Tanzania,0.289304124,United Republic of Tanzania
27650,Fat,1964,Tanzania,0.223684211,United Republic of Tanzania
27651,Protein,1964,Tanzania,0.344262295,United Republic of Tanzania
27652,Weight,1964,Tanzania,0.4622127,United Republic of Tanzania
27653,Calories,1965,Tanzania,0.296064959,United Republic of Tanzania
27654,Fat,1965,Tanzania,0.229885057,United Republic of Tanzania
27655,Protein,1965,Tanzania,0.358974359,United Republic of Tanzania
27656,Weight,1965,Tanzania,0.475137077,United Republic of Tanzania
27657,Calories,1966,Tanzania,0.27480457,United Republic of Tanzania
27658,Fat,1966,Tanzania,0.245989305,United Republic of Tanzania
27659,Protein,1966,Tanzania,0.329268293,United Republic of Tanzania
27660,Weight,1966,Tanzania,0.444854979,United Republic of Tanzania
27661,Calories,1967,Tanzania,0.301679587,United Republic of Tanzania
27662,Fat,1967,Tanzania,0.28342246,United Republic of Tanzania
27663,Protein,1967,Tanzania,0.301639344,United Republic of Tanzania
27664,Weight,1967,Tanzania,0.478496707,United Republic of Tanzania
27665,Calories,1968,Tanzania,0.320779221,United Republic of Tanzania
27666,Fat,1968,Tanzania,0.2,United Republic of Tanzania
27667,Protein,1968,Tanzania,0.266881029,United Republic of Tanzania
27668,Weight,1968,Tanzania,0.49971434,United Republic of Tanzania
27669,Calories,1969,Tanzania,0.302009073,United Republic of Tanzania
27670,Fat,1969,Tanzania,0.21875,United Republic of Tanzania
27671,Protein,1969,Tanzania,0.328947368,United Republic of Tanzania
27672,Weight,1969,Tanzania,0.479844961,United Republic of Tanzania
27673,Calories,1970,Tanzania,0.293316029,United Republic of Tanzania
27674,Fat,1970,Tanzania,0.25,United Republic of Tanzania
27675,Protein,1970,Tanzania,0.280936455,United Republic of Tanzania
27676,Weight,1970,Tanzania,0.455044482,United Republic of Tanzania
27677,Calories,1971,Tanzania,0.27675033,United Republic of Tanzania
27678,Fat,1971,Tanzania,0.242937853,United Republic of Tanzania
27679,Protein,1971,Tanzania,0.334459459,United Republic of Tanzania
27680,Weight,1971,Tanzania,0.450605874,United Republic of Tanzania
27681,Calories,1972,Tanzania,0.272608979,United Republic of Tanzania
27682,Fat,1972,Tanzania,0.286549708,United Republic of Tanzania
27683,Protein,1972,Tanzania,0.306930693,United Republic of Tanzania
27684,Weight,1972,Tanzania,0.454526875,United Republic of Tanzania
27685,Calories,1973,Tanzania,0.272235577,United Republic of Tanzania
27686,Fat,1973,Tanzania,0.243386243,United Republic of Tanzania
27687,Protein,1973,Tanzania,0.325227964,United Republic of Tanzania
27688,Weight,1973,Tanzania,0.454474708,United Republic of Tanzania
27689,Calories,1974,Tanzania,0.279268989,United Republic of Tanzania
27690,Fat,1974,Tanzania,0.222222222,United Republic of Tanzania
27691,Protein,1974,Tanzania,0.322128852,United Republic of Tanzania
27692,Weight,1974,Tanzania,0.447662313,United Republic of Tanzania
27693,Calories,1975,Tanzania,0.313988095,United Republic of Tanzania
27694,Fat,1975,Tanzania,0.221198157,United Republic of Tanzania
27695,Protein,1975,Tanzania,0.365196078,United Republic of Tanzania
27696,Weight,1975,Tanzania,0.455877456,United Republic of Tanzania
27697,Calories,1976,Tanzania,0.333818535,United Republic of Tanzania
27698,Fat,1976,Tanzania,0.207048458,United Republic of Tanzania
27699,Protein,1976,Tanzania,0.387559809,United Republic of Tanzania
27700,Weight,1976,Tanzania,0.409375,United Republic of Tanzania
27701,Calories,1977,Tanzania,0.326819736,United Republic of Tanzania
27702,Fat,1977,Tanzania,0.201793722,United Republic of Tanzania
27703,Protein,1977,Tanzania,0.368544601,United Republic of Tanzania
27704,Weight,1977,Tanzania,0.392002677,United Republic of Tanzania
27705,Calories,1978,Tanzania,0.291788856,United Republic of Tanzania
27706,Fat,1978,Tanzania,0.197309417,United Republic of Tanzania
27707,Protein,1978,Tanzania,0.31954023,United Republic of Tanzania
27708,Weight,1978,Tanzania,0.336731283,United Republic of Tanzania
27709,Calories,1979,Tanzania,0.307913669,United Republic of Tanzania
27710,Fat,1979,Tanzania,0.202643172,United Republic of Tanzania
27711,Protein,1979,Tanzania,0.334075724,United Republic of Tanzania
27712,Weight,1979,Tanzania,0.341726049,United Republic of Tanzania
27713,Calories,1980,Tanzania,0.351156069,United Republic of Tanzania
27714,Fat,1980,Tanzania,0.238938053,United Republic of Tanzania
27715,Protein,1980,Tanzania,0.380313199,United Republic of Tanzania
27716,Weight,1980,Tanzania,0.332025921,United Republic of Tanzania
27717,Calories,1981,Tanzania,0.375366569,United Republic of Tanzania
27718,Fat,1981,Tanzania,0.275555556,United Republic of Tanzania
27719,Protein,1981,Tanzania,0.41588785,United Republic of Tanzania
27720,Weight,1981,Tanzania,0.396315701,United Republic of Tanzania
27721,Calories,1982,Tanzania,0.317178503,United Republic of Tanzania
27722,Fat,1982,Tanzania,0.242424242,United Republic of Tanzania
27723,Protein,1982,Tanzania,0.352668213,United Republic of Tanzania
27724,Weight,1982,Tanzania,0.39012945,United Republic of Tanzania
27725,Calories,1983,Tanzania,0.316860465,United Republic of Tanzania
27726,Fat,1983,Tanzania,0.260273973,United Republic of Tanzania
27727,Protein,1983,Tanzania,0.35046729,United Republic of Tanzania
27728,Weight,1983,Tanzania,0.457616316,United Republic of Tanzania
27729,Calories,1984,Tanzania,0.333174905,United Republic of Tanzania
27730,Fat,1984,Tanzania,0.268722467,United Republic of Tanzania
27731,Protein,1984,Tanzania,0.359375,United Republic of Tanzania
27732,Weight,1984,Tanzania,0.442638934,United Republic of Tanzania
27733,Calories,1985,Tanzania,0.33676815,United Republic of Tanzania
27734,Fat,1985,Tanzania,0.272727273,United Republic of Tanzania
27735,Protein,1985,Tanzania,0.348837209,United Republic of Tanzania
27736,Weight,1985,Tanzania,0.369644636,United Republic of Tanzania
27737,Calories,1986,Tanzania,0.326190476,United Republic of Tanzania
27738,Fat,1986,Tanzania,0.27027027,United Republic of Tanzania
27739,Protein,1986,Tanzania,0.353603604,United Republic of Tanzania
27740,Weight,1986,Tanzania,0.397725372,United Republic of Tanzania
27741,Calories,1987,Tanzania,0.343220339,United Republic of Tanzania
27742,Fat,1987,Tanzania,0.262931034,United Republic of Tanzania
27743,Protein,1987,Tanzania,0.361290323,United Republic of Tanzania
27744,Weight,1987,Tanzania,0.386045718,United Republic of Tanzania
27745,Calories,1988,Tanzania,0.375671715,United Republic of Tanzania
27746,Fat,1988,Tanzania,0.27826087,United Republic of Tanzania
27747,Protein,1988,Tanzania,0.406392694,United Republic of Tanzania
27748,Weight,1988,Tanzania,0.423049002,United Republic of Tanzania
27749,Calories,1989,Tanzania,0.376349132,United Republic of Tanzania
27750,Fat,1989,Tanzania,0.283261803,United Republic of Tanzania
27751,Protein,1989,Tanzania,0.389473684,United Republic of Tanzania
27752,Weight,1989,Tanzania,0.388454707,United Republic of Tanzania
27753,Calories,1990,Tanzania,0.363,United Republic of Tanzania
27754,Fat,1990,Tanzania,0.263157895,United Republic of Tanzania
27755,Protein,1990,Tanzania,0.398568019,United Republic of Tanzania
27756,Weight,1990,Tanzania,0.419726027,United Republic of Tanzania
27757,Calories,1991,Tanzania,0.340909091,United Republic of Tanzania
27758,Fat,1991,Tanzania,0.241666667,United Republic of Tanzania
27759,Protein,1991,Tanzania,0.369614512,United Republic of Tanzania
27760,Weight,1991,Tanzania,0.445155709,United Republic of Tanzania
27761,Calories,1992,Tanzania,0.36101083,United Republic of Tanzania
27762,Fat,1992,Tanzania,0.239495798,United Republic of Tanzania
27763,Protein,1992,Tanzania,0.407035176,United Republic of Tanzania
27764,Weight,1992,Tanzania,0.44521045,United Republic of Tanzania
27765,Calories,1993,Tanzania,0.360084477,United Republic of Tanzania
27766,Fat,1993,Tanzania,0.261682243,United Republic of Tanzania
27767,Protein,1993,Tanzania,0.396984925,United Republic of Tanzania
27768,Weight,1993,Tanzania,0.440671499,United Republic of Tanzania
27769,Calories,1994,Tanzania,0.3504,United Republic of Tanzania
27770,Fat,1994,Tanzania,0.257142857,United Republic of Tanzania
27771,Protein,1994,Tanzania,0.387755102,United Republic of Tanzania
27772,Weight,1994,Tanzania,0.448543322,United Republic of Tanzania
27773,Calories,1995,Tanzania,0.370390456,United Republic of Tanzania
27774,Fat,1995,Tanzania,0.268867925,United Republic of Tanzania
27775,Protein,1995,Tanzania,0.387254902,United Republic of Tanzania
27776,Weight,1995,Tanzania,0.39037871,United Republic of Tanzania
27777,Calories,1996,Tanzania,0.36201469,United Republic of Tanzania
27778,Fat,1996,Tanzania,0.260465116,United Republic of Tanzania
27779,Protein,1996,Tanzania,0.368055556,United Republic of Tanzania
27780,Weight,1996,Tanzania,0.387463798,United Republic of Tanzania
27781,Calories,1997,Tanzania,0.316014997,United Republic of Tanzania
27782,Fat,1997,Tanzania,0.221238938,United Republic of Tanzania
27783,Protein,1997,Tanzania,0.322274882,United Republic of Tanzania
27784,Weight,1997,Tanzania,0.351635042,United Republic of Tanzania
27785,Calories,1998,Tanzania,0.353545735,United Republic of Tanzania
27786,Fat,1998,Tanzania,0.242424242,United Republic of Tanzania
27787,Protein,1998,Tanzania,0.358108108,United Republic of Tanzania
27788,Weight,1998,Tanzania,0.317360406,United Republic of Tanzania
27789,Calories,1999,Tanzania,0.3578125,United Republic of Tanzania
27790,Fat,1999,Tanzania,0.235042735,United Republic of Tanzania
27791,Protein,1999,Tanzania,0.363013699,United Republic of Tanzania
27792,Weight,1999,Tanzania,0.326967471,United Republic of Tanzania
27793,Calories,2000,Tanzania,0.339925174,United Republic of Tanzania
27794,Fat,2000,Tanzania,0.2125,United Republic of Tanzania
27795,Protein,2000,Tanzania,0.341067285,United Republic of Tanzania
27796,Weight,2000,Tanzania,0.332010582,United Republic of Tanzania
27797,Calories,2001,Tanzania,0.330696203,United Republic of Tanzania
27798,Fat,2001,Tanzania,0.19921875,United Republic of Tanzania
27799,Protein,2001,Tanzania,0.330296128,United Republic of Tanzania
27800,Weight,2001,Tanzania,0.264974393,United Republic of Tanzania
27801,Calories,2002,Tanzania,0.320559296,United Republic of Tanzania
27802,Fat,2002,Tanzania,0.205776173,United Republic of Tanzania
27803,Protein,2002,Tanzania,0.321348315,United Republic of Tanzania
27804,Weight,2002,Tanzania,0.268147822,United Republic of Tanzania
27805,Calories,2003,Tanzania,0.318441558,United Republic of Tanzania
27806,Fat,2003,Tanzania,0.234527687,United Republic of Tanzania
27807,Protein,2003,Tanzania,0.323462415,United Republic of Tanzania
27808,Weight,2003,Tanzania,0.261577258,United Republic of Tanzania
27809,Calories,2004,Tanzania,0.288965858,United Republic of Tanzania
27810,Fat,2004,Tanzania,0.188271605,United Republic of Tanzania
27811,Protein,2004,Tanzania,0.296052632,United Republic of Tanzania
27812,Weight,2004,Tanzania,0.230181668,United Republic of Tanzania
27813,Calories,2005,Tanzania,0.267866067,United Republic of Tanzania
27814,Fat,2005,Tanzania,0.257971014,United Republic of Tanzania
27815,Protein,2005,Tanzania,0.282460137,United Republic of Tanzania
27816,Weight,2005,Tanzania,0.24822547,United Republic of Tanzania
27817,Calories,2006,Tanzania,0.267390232,United Republic of Tanzania
27818,Fat,2006,Tanzania,0.270588235,United Republic of Tanzania
27819,Protein,2006,Tanzania,0.277161863,United Republic of Tanzania
27820,Weight,2006,Tanzania,0.252815768,United Republic of Tanzania
27821,Calories,2007,Tanzania,0.262439024,United Republic of Tanzania
27822,Fat,2007,Tanzania,0.25147929,United Republic of Tanzania
27823,Protein,2007,Tanzania,0.270152505,United Republic of Tanzania
27824,Weight,2007,Tanzania,0.245342846,United Republic of Tanzania
27825,Calories,2008,Tanzania,0.268378651,United Republic of Tanzania
27826,Fat,2008,Tanzania,0.254545455,United Republic of Tanzania
27827,Protein,2008,Tanzania,0.279545455,United Republic of Tanzania
27828,Weight,2008,Tanzania,0.236691237,United Republic of Tanzania
27829,Calories,2009,Tanzania,0.266968326,United Republic of Tanzania
27830,Fat,2009,Tanzania,0.25617284,United Republic of Tanzania
27831,Protein,2009,Tanzania,0.276404494,United Republic of Tanzania
27832,Weight,2009,Tanzania,0.243807574,United Republic of Tanzania
27833,Calories,1961,USA,0.269518717,United States of America
27834,Fat,1961,USA,0.439205955,United States of America
27835,Protein,1961,USA,0.514106583,United States of America
27836,Weight,1961,USA,0.154381387,United States of America
27837,Calories,1962,USA,0.266198704,United States of America
27838,Fat,1962,USA,0.450881612,United States of America
27839,Protein,1962,USA,0.503144654,United States of America
27840,Weight,1962,USA,0.15015145,United States of America
27841,Calories,1963,USA,0.263101026,United States of America
27842,Fat,1963,USA,0.451923077,United States of America
27843,Protein,1963,USA,0.504761905,United States of America
27844,Weight,1963,USA,0.151932474,United States of America
27845,Calories,1964,USA,0.256544503,United States of America
27846,Fat,1964,USA,0.463414634,United States of America
27847,Protein,1964,USA,0.501577287,United States of America
27848,Weight,1964,USA,0.149978137,United States of America
27849,Calories,1965,USA,0.252609603,United States of America
27850,Fat,1965,USA,0.458612975,United States of America
27851,Protein,1965,USA,0.503184713,United States of America
27852,Weight,1965,USA,0.146410035,United States of America
27853,Calories,1966,USA,0.246027678,United States of America
27854,Fat,1966,USA,0.517894737,United States of America
27855,Protein,1966,USA,0.496815287,United States of America
27856,Weight,1966,USA,0.14158918,United States of America
27857,Calories,1967,USA,0.245311708,United States of America
27858,Fat,1967,USA,0.508230453,United States of America
27859,Protein,1967,USA,0.492211838,United States of America
27860,Weight,1967,USA,0.142085584,United States of America
27861,Calories,1968,USA,0.24419778,United States of America
27862,Fat,1968,USA,0.526859504,United States of America
27863,Protein,1968,USA,0.498422713,United States of America
27864,Weight,1968,USA,0.145666872,United States of America
27865,Calories,1969,USA,0.236212787,United States of America
27866,Fat,1969,USA,0.567049808,United States of America
27867,Protein,1969,USA,0.486068111,United States of America
27868,Weight,1969,USA,0.147254074,United States of America
27869,Calories,1970,USA,0.234229829,United States of America
27870,Fat,1970,USA,0.578467153,United States of America
27871,Protein,1970,USA,0.495207668,United States of America
27872,Weight,1970,USA,0.153415901,United States of America
27873,Calories,1971,USA,0.234892788,United States of America
27874,Fat,1971,USA,0.590566038,United States of America
27875,Protein,1971,USA,0.493630573,United States of America
27876,Weight,1971,USA,0.151913641,United States of America
27877,Calories,1972,USA,0.233253012,United States of America
27878,Fat,1972,USA,0.576719577,United States of America
27879,Protein,1972,USA,0.506535948,United States of America
27880,Weight,1972,USA,0.155437352,United States of America
27881,Calories,1973,USA,0.232414449,United States of America
27882,Fat,1973,USA,0.562162162,United States of America
27883,Protein,1973,USA,0.5,United States of America
27884,Weight,1973,USA,0.157471264,United States of America
27885,Calories,1974,USA,0.230695444,United States of America
27886,Fat,1974,USA,0.62745098,United States of America
27887,Protein,1974,USA,0.496815287,United States of America
27888,Weight,1974,USA,0.163082778,United States of America
27889,Calories,1975,USA,0.23319229,United States of America
27890,Fat,1975,USA,0.566037736,United States of America
27891,Protein,1975,USA,0.486404834,United States of America
27892,Weight,1975,USA,0.15974026,United States of America
27893,Calories,1976,USA,0.23232778,United States of America
27894,Fat,1976,USA,0.571428571,United States of America
27895,Protein,1976,USA,0.5,United States of America
27896,Weight,1976,USA,0.162991547,United States of America
27897,Calories,1977,USA,0.229500687,United States of America
27898,Fat,1977,USA,0.607907743,United States of America
27899,Protein,1977,USA,0.507788162,United States of America
27900,Weight,1977,USA,0.165520984,United States of America
27901,Calories,1978,USA,0.22675737,United States of America
27902,Fat,1978,USA,0.642301711,United States of America
27903,Protein,1978,USA,0.49695122,United States of America
27904,Weight,1978,USA,0.169439421,United States of America
27905,Calories,1979,USA,0.226364847,United States of America
27906,Fat,1979,USA,0.647515528,United States of America
27907,Protein,1979,USA,0.489675516,United States of America
27908,Weight,1979,USA,0.172529609,United States of America
27909,Calories,1980,USA,0.230004519,United States of America
27910,Fat,1980,USA,0.692185008,United States of America
27911,Protein,1980,USA,0.51875,United States of America
27912,Weight,1980,USA,0.180260575,United States of America
27913,Calories,1981,USA,0.223404255,United States of America
27914,Fat,1981,USA,0.640532544,United States of America
27915,Protein,1981,USA,0.483775811,United States of America
27916,Weight,1981,USA,0.1809439,United States of America
27917,Calories,1982,USA,0.229982206,United States of America
27918,Fat,1982,USA,0.68452381,United States of America
27919,Protein,1982,USA,0.506024096,United States of America
27920,Weight,1982,USA,0.177467773,United States of America
27921,Calories,1983,USA,0.224689165,United States of America
27922,Fat,1983,USA,0.666182874,United States of America
27923,Protein,1983,USA,0.501519757,United States of America
