CountryName,Abbrev,Measurement,Year,Similarity
Guinea,Guinea,Food Weight,1999,0.49621568
Guinea-Biss.,Guinea-Bissau,Food Weight,1999,0.445056248
Guyana,Guyana,Food Weight,1999,0.705813448
Haiti,Haiti,Food Weight,1999,0.608274483
Honduras,Honduras,Food Weight,1999,0.586739714
Hungary,Hungary,Food Weight,1999,0.685756297
Iceland,Iceland,Food Weight,1999,0.706498076
India,India,Food Weight,1999,0.713553007
Indonesia,Indonesia,Food Weight,1999,0.506773754
Iran,Iran (Islamic Republic of),Food Weight,1999,0.631418306
Ireland,Ireland,Food Weight,1999,0.601279917
Israel,Israel,Food Weight,1999,0.665509544
Italy,Italy,Food Weight,1999,0.62897493
Jamaica,Jamaica,Food Weight,1999,0.680426637
Japan,Japan,Food Weight,1999,0.724927111
Jordan,Jordan,Food Weight,1999,0.700583113
Kenya,Kenya,Food Weight,1999,0.587482496
Kiribati,Kiribati,Food Weight,1999,0.542871912
Kuwait,Kuwait,Food Weight,1999,0.702686721
Laos,Lao People's Democratic Republic,Food Weight,1999,0.506964517
Lebanon,Lebanon,Food Weight,1999,0.625912153
Lesotho,Lesotho,Food Weight,1999,0.494839681
Liberia,Liberia,Food Weight,1999,0.520670999
Libya,Libya,Food Weight,1999,0.621937421
Madagascar,Madagascar,Food Weight,1999,0.474460897
Malawi,Malawi,Food Weight,1999,0.436623812
Malaysia,Malaysia,Food Weight,1999,0.62266615
Maldives,Maldives,Food Weight,1999,0.689047768
Mali,Mali,Food Weight,1999,0.484502993
Malta,Malta,Food Weight,1999,0.663511962
Mauritania,Mauritania,Food Weight,1999,0.506425527
Mauritius,Mauritius,Food Weight,1999,0.749901742
Mexico,Mexico,Food Weight,1999,0.664291063
Mongolia,Mongolia,Food Weight,1999,0.481819105
Morocco,Morocco,Food Weight,1999,0.684514658
Mozambique,Mozambique,Food Weight,1999,0.340367438
Myanmar,Myanmar,Food Weight,1999,0.477549755
Namibia,Namibia,Food Weight,1999,0.494929555
Nepal,Nepal,Food Weight,1999,0.651141507
Netherlands,Netherlands,Food Weight,1999,0.652467234
New Caledon.,New Caledonia,Food Weight,1999,0.707106935
New Zealand,New Zealand,Food Weight,1999,0.694579698
Nicaragua,Nicaragua,Food Weight,1999,0.54679722
Niger,Niger,Food Weight,1999,0.299513927
Nigeria,Nigeria,Food Weight,1999,0.448275474
Norway,Norway,Food Weight,1999,0.683540426
Pakistan,Pakistan,Food Weight,1999,0.600069307
Panama,Panama,Food Weight,1999,0.670829185
Paraguay,Paraguay,Food Weight,1999,0.575633694
Peru,Peru,Food Weight,1999,0.730195195
Philippines,Philippines,Food Weight,1999,0.624656694
Poland,Poland,Food Weight,1999,0.626604933
Portugal,Portugal,Food Weight,1999,0.662577855
South Korea,Republic of Korea,Food Weight,1999,0.637318002
Romania,Romania,Food Weight,1999,0.642642338
Rwanda,Rwanda,Food Weight,1999,0.335248652
St. Kitts,Saint Kitts and Nevis,Food Weight,1999,0.69727032
Saint Lucia,Saint Lucia,Food Weight,1999,0.684011102
St. Vincent,Saint Vincent and the Grenadines,Food Weight,1999,0.671429632
Samoa,Samoa,Food Weight,1999,0.426824909
Sao Tome,Sao Tome and Principe,Food Weight,1999,0.476615248
Saudi Arabia,Saudi Arabia,Food Weight,1999,0.714985596
Senegal,Senegal,Food Weight,1999,0.531023122
Seychelles,Seychelles,Food Weight,1999,0.74248438
Sierra Leone,Sierra Leone,Food Weight,1999,0.451963528
Solomon Isl.,Solomon Islands,Food Weight,1999,0.346363123
South Africa,South Africa,Food Weight,1999,0.675187015
Spain,Spain,Food Weight,1999,0.664726542
Sri Lanka,Sri Lanka,Food Weight,1999,0.569211983
Sudan,Sudan (former),Food Weight,1999,0.448278805
Suriname,Suriname,Food Weight,1999,0.70674454
Swaziland,Swaziland,Food Weight,1999,0.559119065
Sweden,Sweden,Food Weight,1999,0.71564264
Switzerland,Switzerland,Food Weight,1999,0.70483784
Syria,Syrian Arab Republic,Food Weight,1999,0.651121139
Thailand,Thailand,Food Weight,1999,0.589838829
Timor-Leste,Timor-Leste,Food Weight,1999,0.424211047
Togo,Togo,Food Weight,1999,0.38695404
Trin. & Tob.,Trinidad and Tobago,Food Weight,1999,0.721962359
Tunisia,Tunisia,Food Weight,1999,0.60012642
Turkey,Turkey,Food Weight,1999,0.589196409
Uganda,Uganda,Food Weight,1999,0.318216165
Un. Arab Em.,United Arab Emirates,Food Weight,1999,0.629855845
UK,United Kingdom,Food Weight,1999,0.664469908
Tanzania,United Republic of Tanzania,Food Weight,1999,0.436029177
USA,United States of America,Food Weight,1999,0.688228465
Uruguay,Uruguay,Food Weight,1999,0.756254446
USSR,USSR,Food Weight,1999,0.646121491
Vanuatu,Vanuatu,Food Weight,1999,0.458091177
Venezuela,Venezuela (Bolivarian Republic of),Food Weight,1999,0.719737348
Vietnam,Viet Nam,Food Weight,1999,0.555072722
Yemen,Yemen,Food Weight,1999,0.582413084
Yugoslavia,Yugoslav SFR,Food Weight,1999,0.703455535
Zambia,Zambia,Food Weight,1999,0.378845025
Zimbabwe,Zimbabwe,Food Weight,1999,0.415012322
Albania,Albania,Food Weight,2000,0.648261812
Algeria,Algeria,Food Weight,2000,0.634580073
Angola,Angola,Food Weight,2000,0.402835757
Ant. & Barb.,Antigua and Barbuda,Food Weight,2000,0.646109217
Argentina,Argentina,Food Weight,2000,0.698928811
Australia,Australia,Food Weight,2000,0.717155196
Austria,Austria,Food Weight,2000,0.658298929
Bahamas,Bahamas,Food Weight,2000,0.626469959
Bangladesh,Bangladesh,Food Weight,2000,0.411476754
Barbados,Barbados,Food Weight,2000,0.781388993
Belg-Lux,Belgium-Luxembourg,Food Weight,2000,0.647541864
Belize,Belize,Food Weight,2000,0.668099234
Benin,Benin,Food Weight,2000,0.381443923
Bermuda,Bermuda,Food Weight,2000,0.60931933
Bolivia,Bolivia (Plurinational State of),Food Weight,2000,0.758209753
Botswana,Botswana,Food Weight,2000,0.620681124
Brazil,Brazil,Food Weight,2000,0.687071456
Brunei Dar.,Brunei Darussalam,Food Weight,2000,0.676315571
Bulgaria,Bulgaria,Food Weight,2000,0.685943213
Burkina Faso,Burkina Faso,Food Weight,2000,0.351544206
Burundi,Burundi,Food Weight,2000,0.355752908
Cambodia,Cambodia,Food Weight,2000,0.415075196
Cameroon,Cameroon,Food Weight,2000,0.561265838
Canada,Canada,Food Weight,2000,0.706621525
Cape Verde,Cape Verde,Food Weight,2000,0.700124675
C. Af. Rep,Central African Republic,Food Weight,2000,0.368588417
Chad,Chad,Food Weight,2000,0.314029914
Chile,Chile,Food Weight,2000,0.73752391
China,China,Food Weight,2000,0.614202309
Colombia,Colombia,Food Weight,2000,0.66880966
Comoros,Comoros,Food Weight,2000,0.357104116
Congo,Congo,Food Weight,2000,0.489680414
Costa Rica,Costa Rica,Food Weight,2000,0.621594683
Ivory Coast,C“te d'Ivoire,Food Weight,2000,0.430993384
Cuba,Cuba,Food Weight,2000,0.705834703
Cyprus,Cyprus,Food Weight,2000,0.717864326
Czech.,Czechoslovakia,Food Weight,2000,0.661011808
North Korea,Democratic People's Republic of Korea,Food Weight,2000,0.584625062
Denmark,Denmark,Food Weight,2000,0.659852461
Djibouti,Djibouti,Food Weight,2000,0.575650973
Dominica,Dominica,Food Weight,2000,0.559224362
Dom. Rep.,Dominican Republic,Food Weight,2000,0.632528089
Ecuador,Ecuador,Food Weight,2000,0.554938932
Egypt,Egypt,Food Weight,2000,0.657726289
El Salvador,El Salvador,Food Weight,2000,0.660883128
Ethiopia,Ethiopia PDR,Food Weight,2000,0.41121056
Fiji,Fiji,Food Weight,2000,0.654234745
Finland,Finland,Food Weight,2000,0.673920157
France,France,Food Weight,2000,0.697116613
Frch. Polyn.,French Polynesia,Food Weight,2000,0.737248894
Gabon,Gabon,Food Weight,2000,0.553875695
Gambia,Gambia,Food Weight,2000,0.490475383
Germany,Germany,Food Weight,2000,0.650779667
Ghana,Ghana,Food Weight,2000,0.37799949
Greece,Greece,Food Weight,2000,0.583358064
Grenada,Grenada,Food Weight,2000,0.645494406
Guatemala,Guatemala,Food Weight,2000,0.612821811
Guinea,Guinea,Food Weight,2000,0.492547025
Guinea-Biss.,Guinea-Bissau,Food Weight,2000,0.472411787
Guyana,Guyana,Food Weight,2000,0.707364831
Haiti,Haiti,Food Weight,2000,0.607234626
Honduras,Honduras,Food Weight,2000,0.599339485
Hungary,Hungary,Food Weight,2000,0.675568851
Iceland,Iceland,Food Weight,2000,0.706262576
India,India,Food Weight,2000,0.703453828
Indonesia,Indonesia,Food Weight,2000,0.516342264
Iran,Iran (Islamic Republic of),Food Weight,2000,0.639742208
Ireland,Ireland,Food Weight,2000,0.613677197
Israel,Israel,Food Weight,2000,0.6808993
Italy,Italy,Food Weight,2000,0.626078402
Jamaica,Jamaica,Food Weight,2000,0.688773743
Japan,Japan,Food Weight,2000,0.726402262
Jordan,Jordan,Food Weight,2000,0.704863009
Kenya,Kenya,Food Weight,2000,0.577579691
Kiribati,Kiribati,Food Weight,2000,0.557154598
Kuwait,Kuwait,Food Weight,2000,0.707804136
Laos,Lao People's Democratic Republic,Food Weight,2000,0.514106049
Lebanon,Lebanon,Food Weight,2000,0.64148624
Lesotho,Lesotho,Food Weight,2000,0.492255306
Liberia,Liberia,Food Weight,2000,0.487865493
Libya,Libya,Food Weight,2000,0.618990771
Madagascar,Madagascar,Food Weight,2000,0.466876109
Malawi,Malawi,Food Weight,2000,0.433994506
Malaysia,Malaysia,Food Weight,2000,0.631436443
Maldives,Maldives,Food Weight,2000,0.700199547
Mali,Mali,Food Weight,2000,0.480315276
Malta,Malta,Food Weight,2000,0.666012447
Mauritania,Mauritania,Food Weight,2000,0.532224996
Mauritius,Mauritius,Food Weight,2000,0.762541405
Mexico,Mexico,Food Weight,2000,0.657900328
Mongolia,Mongolia,Food Weight,2000,0.521521593
Morocco,Morocco,Food Weight,2000,0.692265418
Mozambique,Mozambique,Food Weight,2000,0.331717937
Myanmar,Myanmar,Food Weight,2000,0.472396816
Namibia,Namibia,Food Weight,2000,0.502735769
Nepal,Nepal,Food Weight,2000,0.656917588
Netherlands,Netherlands,Food Weight,2000,0.654562755
New Caledon.,New Caledonia,Food Weight,2000,0.698309122
New Zealand,New Zealand,Food Weight,2000,0.696195653
Nicaragua,Nicaragua,Food Weight,2000,0.541256304
Niger,Niger,Food Weight,2000,0.32994929
Nigeria,Nigeria,Food Weight,2000,0.452661523
Norway,Norway,Food Weight,2000,0.683212222
Pakistan,Pakistan,Food Weight,2000,0.595244797
Panama,Panama,Food Weight,2000,0.673568387
Paraguay,Paraguay,Food Weight,2000,0.595983773
Peru,Peru,Food Weight,2000,0.736701068
Philippines,Philippines,Food Weight,2000,0.622822532
Poland,Poland,Food Weight,2000,0.622643178
Portugal,Portugal,Food Weight,2000,0.685243969
South Korea,Republic of Korea,Food Weight,2000,0.632659903
Romania,Romania,Food Weight,2000,0.652257463
Rwanda,Rwanda,Food Weight,2000,0.364204832
St. Kitts,Saint Kitts and Nevis,Food Weight,2000,0.722485245
Saint Lucia,Saint Lucia,Food Weight,2000,0.671687447
St. Vincent,Saint Vincent and the Grenadines,Food Weight,2000,0.691826261
Samoa,Samoa,Food Weight,2000,0.440363072
Sao Tome,Sao Tome and Principe,Food Weight,2000,0.471438232
Saudi Arabia,Saudi Arabia,Food Weight,2000,0.71712395
Senegal,Senegal,Food Weight,2000,0.514924447
Seychelles,Seychelles,Food Weight,2000,0.762265111
Sierra Leone,Sierra Leone,Food Weight,2000,0.436647945
Solomon Isl.,Solomon Islands,Food Weight,2000,0.338709423
South Africa,South Africa,Food Weight,2000,0.673037709
Spain,Spain,Food Weight,2000,0.669169232
Sri Lanka,Sri Lanka,Food Weight,2000,0.55219476
Sudan,Sudan (former),Food Weight,2000,0.465424522
Suriname,Suriname,Food Weight,2000,0.704526299
Swaziland,Swaziland,Food Weight,2000,0.568205534
Sweden,Sweden,Food Weight,2000,0.710803616
Switzerland,Switzerland,Food Weight,2000,0.70076584
Syria,Syrian Arab Republic,Food Weight,2000,0.654142313
Thailand,Thailand,Food Weight,2000,0.578268711
Timor-Leste,Timor-Leste,Food Weight,2000,0.434138542
Togo,Togo,Food Weight,2000,0.370607627
Trin. & Tob.,Trinidad and Tobago,Food Weight,2000,0.721007672
Tunisia,Tunisia,Food Weight,2000,0.602998399
Turkey,Turkey,Food Weight,2000,0.595948191
Uganda,Uganda,Food Weight,2000,0.321694951
Un. Arab Em.,United Arab Emirates,Food Weight,2000,0.640504661
UK,United Kingdom,Food Weight,2000,0.666595062
Tanzania,United Republic of Tanzania,Food Weight,2000,0.439679698
USA,United States of America,Food Weight,2000,0.680960152
Uruguay,Uruguay,Food Weight,2000,0.750495066
USSR,USSR,Food Weight,2000,0.65647219
Vanuatu,Vanuatu,Food Weight,2000,0.458642248
Venezuela,Venezuela (Bolivarian Republic of),Food Weight,2000,0.700287287
Vietnam,Viet Nam,Food Weight,2000,0.556073185
Yemen,Yemen,Food Weight,2000,0.60319661
Yugoslavia,Yugoslav SFR,Food Weight,2000,0.713803483
Zambia,Zambia,Food Weight,2000,0.393720933
Zimbabwe,Zimbabwe,Food Weight,2000,0.415292465
Albania,Albania,Food Weight,2001,0.64247895
Algeria,Algeria,Food Weight,2001,0.637041297
Angola,Angola,Food Weight,2001,0.422236328
Ant. & Barb.,Antigua and Barbuda,Food Weight,2001,0.630569487
Argentina,Argentina,Food Weight,2001,0.706287487
Australia,Australia,Food Weight,2001,0.718088341
Austria,Austria,Food Weight,2001,0.666627304
Bahamas,Bahamas,Food Weight,2001,0.63938402
Bangladesh,Bangladesh,Food Weight,2001,0.399585577
Barbados,Barbados,Food Weight,2001,0.788977409
Belg-Lux,Belgium-Luxembourg,Food Weight,2001,0.653980101
Belize,Belize,Food Weight,2001,0.648100276
Benin,Benin,Food Weight,2001,0.380369467
Bermuda,Bermuda,Food Weight,2001,0.627022382
Bolivia,Bolivia (Plurinational State of),Food Weight,2001,0.760505629
Botswana,Botswana,Food Weight,2001,0.60632671
Brazil,Brazil,Food Weight,2001,0.705313516
Brunei Dar.,Brunei Darussalam,Food Weight,2001,0.693029535
Bulgaria,Bulgaria,Food Weight,2001,0.693684828
Burkina Faso,Burkina Faso,Food Weight,2001,0.325409059
Burundi,Burundi,Food Weight,2001,0.344065214
Cambodia,Cambodia,Food Weight,2001,0.416606535
Cameroon,Cameroon,Food Weight,2001,0.569637672
Canada,Canada,Food Weight,2001,0.70988335
Cape Verde,Cape Verde,Food Weight,2001,0.717059092
C. Af. Rep,Central African Republic,Food Weight,2001,0.355900855
Chad,Chad,Food Weight,2001,0.307734894
Chile,Chile,Food Weight,2001,0.731069993
China,China,Food Weight,2001,0.612583752
Colombia,Colombia,Food Weight,2001,0.673653878
Comoros,Comoros,Food Weight,2001,0.376657331
Congo,Congo,Food Weight,2001,0.494379264
Costa Rica,Costa Rica,Food Weight,2001,0.639235028
Ivory Coast,C“te d'Ivoire,Food Weight,2001,0.434962061
Cuba,Cuba,Food Weight,2001,0.701675131
Cyprus,Cyprus,Food Weight,2001,0.722550784
Czech.,Czechoslovakia,Food Weight,2001,0.658199619
North Korea,Democratic People's Republic of Korea,Food Weight,2001,0.582418164
Denmark,Denmark,Food Weight,2001,0.66073522
Djibouti,Djibouti,Food Weight,2001,0.565266508
Dominica,Dominica,Food Weight,2001,0.574141085
Dom. Rep.,Dominican Republic,Food Weight,2001,0.61893494
Ecuador,Ecuador,Food Weight,2001,0.585141939
Egypt,Egypt,Food Weight,2001,0.66147627
El Salvador,El Salvador,Food Weight,2001,0.660550855
Ethiopia,Ethiopia PDR,Food Weight,2001,0.420076563
Fiji,Fiji,Food Weight,2001,0.669446177
Finland,Finland,Food Weight,2001,0.672900919
France,France,Food Weight,2001,0.706930795
Frch. Polyn.,French Polynesia,Food Weight,2001,0.738706301
Gabon,Gabon,Food Weight,2001,0.560961744
Gambia,Gambia,Food Weight,2001,0.447343121
Germany,Germany,Food Weight,2001,0.663623662
Ghana,Ghana,Food Weight,2001,0.375953712
Greece,Greece,Food Weight,2001,0.585593276
Grenada,Grenada,Food Weight,2001,0.663485883
Guatemala,Guatemala,Food Weight,2001,0.614501275
Guinea,Guinea,Food Weight,2001,0.485540344
Guinea-Biss.,Guinea-Bissau,Food Weight,2001,0.456788311
Guyana,Guyana,Food Weight,2001,0.719163192
Haiti,Haiti,Food Weight,2001,0.580281615
Honduras,Honduras,Food Weight,2001,0.595809493
Hungary,Hungary,Food Weight,2001,0.672362277
Iceland,Iceland,Food Weight,2001,0.706638102
India,India,Food Weight,2001,0.700783816
Indonesia,Indonesia,Food Weight,2001,0.502497449
Iran,Iran (Islamic Republic of),Food Weight,2001,0.633514737
Ireland,Ireland,Food Weight,2001,0.623001507
Israel,Israel,Food Weight,2001,0.681389507
Italy,Italy,Food Weight,2001,0.647995914
Jamaica,Jamaica,Food Weight,2001,0.698910019
Japan,Japan,Food Weight,2001,0.729710583
Jordan,Jordan,Food Weight,2001,0.694030976
Kenya,Kenya,Food Weight,2001,0.60020318
Kiribati,Kiribati,Food Weight,2001,0.556211471
Kuwait,Kuwait,Food Weight,2001,0.714410356
Laos,Lao People's Democratic Republic,Food Weight,2001,0.518979887
Lebanon,Lebanon,Food Weight,2001,0.655916349
Lesotho,Lesotho,Food Weight,2001,0.492022709
Liberia,Liberia,Food Weight,2001,0.470041739
Libya,Libya,Food Weight,2001,0.636712114
Madagascar,Madagascar,Food Weight,2001,0.45954529
Malawi,Malawi,Food Weight,2001,0.435319135
Malaysia,Malaysia,Food Weight,2001,0.63014594
Maldives,Maldives,Food Weight,2001,0.69659994
Mali,Mali,Food Weight,2001,0.481669518
Malta,Malta,Food Weight,2001,0.673534189
Mauritania,Mauritania,Food Weight,2001,0.520333146
Mauritius,Mauritius,Food Weight,2001,0.764909454
Mexico,Mexico,Food Weight,2001,0.660319536
Mongolia,Mongolia,Food Weight,2001,0.526858847
Morocco,Morocco,Food Weight,2001,0.692090182
Mozambique,Mozambique,Food Weight,2001,0.329955923
Myanmar,Myanmar,Food Weight,2001,0.480814814
Namibia,Namibia,Food Weight,2001,0.521301729
Nepal,Nepal,Food Weight,2001,0.659651929
Netherlands,Netherlands,Food Weight,2001,0.658755679
New Caledon.,New Caledonia,Food Weight,2001,0.714943737
New Zealand,New Zealand,Food Weight,2001,0.689575411
Nicaragua,Nicaragua,Food Weight,2001,0.540305879
Niger,Niger,Food Weight,2001,0.326307142
Nigeria,Nigeria,Food Weight,2001,0.460700037
Norway,Norway,Food Weight,2001,0.690065683
Pakistan,Pakistan,Food Weight,2001,0.617341222
Panama,Panama,Food Weight,2001,0.664713913
Paraguay,Paraguay,Food Weight,2001,0.586587988
Peru,Peru,Food Weight,2001,0.751803181
Philippines,Philippines,Food Weight,2001,0.622606934
Poland,Poland,Food Weight,2001,0.630481868
Portugal,Portugal,Food Weight,2001,0.681015021
South Korea,Republic of Korea,Food Weight,2001,0.628524317
Romania,Romania,Food Weight,2001,0.650521438
Rwanda,Rwanda,Food Weight,2001,0.374147182
St. Kitts,Saint Kitts and Nevis,Food Weight,2001,0.714491576
Saint Lucia,Saint Lucia,Food Weight,2001,0.673099936
St. Vincent,Saint Vincent and the Grenadines,Food Weight,2001,0.711371727
Samoa,Samoa,Food Weight,2001,0.43758987
Sao Tome,Sao Tome and Principe,Food Weight,2001,0.472135368
Saudi Arabia,Saudi Arabia,Food Weight,2001,0.709111012
Senegal,Senegal,Food Weight,2001,0.535403785
Seychelles,Seychelles,Food Weight,2001,0.728301377
Sierra Leone,Sierra Leone,Food Weight,2001,0.453496416
Solomon Isl.,Solomon Islands,Food Weight,2001,0.334280522
South Africa,South Africa,Food Weight,2001,0.671602177
Spain,Spain,Food Weight,2001,0.673093351
Sri Lanka,Sri Lanka,Food Weight,2001,0.552299171
Sudan,Sudan (former),Food Weight,2001,0.478991951
Suriname,Suriname,Food Weight,2001,0.708329004
Swaziland,Swaziland,Food Weight,2001,0.567470031
Sweden,Sweden,Food Weight,2001,0.713165737
Switzerland,Switzerland,Food Weight,2001,0.710342799
Syria,Syrian Arab Republic,Food Weight,2001,0.655500217
Thailand,Thailand,Food Weight,2001,0.590737212
Timor-Leste,Timor-Leste,Food Weight,2001,0.434552237
Togo,Togo,Food Weight,2001,0.387133671
Trin. & Tob.,Trinidad and Tobago,Food Weight,2001,0.725351239
Tunisia,Tunisia,Food Weight,2001,0.615446153
Turkey,Turkey,Food Weight,2001,0.602560278
Uganda,Uganda,Food Weight,2001,0.316752149
Un. Arab Em.,United Arab Emirates,Food Weight,2001,0.687802352
UK,United Kingdom,Food Weight,2001,0.670532556
Tanzania,United Republic of Tanzania,Food Weight,2001,0.453837258
USA,United States of America,Food Weight,2001,0.690299765
Uruguay,Uruguay,Food Weight,2001,0.74060041
USSR,USSR,Food Weight,2001,0.658758019
Vanuatu,Vanuatu,Food Weight,2001,0.454281901
Venezuela,Venezuela (Bolivarian Republic of),Food Weight,2001,0.712002572
Vietnam,Viet Nam,Food Weight,2001,0.558899728
Yemen,Yemen,Food Weight,2001,0.608861595
Yugoslavia,Yugoslav SFR,Food Weight,2001,0.712487998
Zambia,Zambia,Food Weight,2001,0.387927328
Zimbabwe,Zimbabwe,Food Weight,2001,0.425611274
Albania,Albania,Food Weight,2002,0.646092128
Algeria,Algeria,Food Weight,2002,0.665499754
Angola,Angola,Food Weight,2002,0.434170055
Ant. & Barb.,Antigua and Barbuda,Food Weight,2002,0.63436873
Argentina,Argentina,Food Weight,2002,0.710817717
Australia,Australia,Food Weight,2002,0.721983849
Austria,Austria,Food Weight,2002,0.671674906
Bahamas,Bahamas,Food Weight,2002,0.661100358
Bangladesh,Bangladesh,Food Weight,2002,0.401005951
Barbados,Barbados,Food Weight,2002,0.775906006
Belg-Lux,Belgium-Luxembourg,Food Weight,2002,0.656332267
Belize,Belize,Food Weight,2002,0.667287845
Benin,Benin,Food Weight,2002,0.393188168
Bermuda,Bermuda,Food Weight,2002,0.632496745
Bolivia,Bolivia (Plurinational State of),Food Weight,2002,0.753849785
Botswana,Botswana,Food Weight,2002,0.627021629
Brazil,Brazil,Food Weight,2002,0.710203367
Brunei Dar.,Brunei Darussalam,Food Weight,2002,0.681681135
Bulgaria,Bulgaria,Food Weight,2002,0.695476033
Burkina Faso,Burkina Faso,Food Weight,2002,0.329295269
Burundi,Burundi,Food Weight,2002,0.338580843
Cambodia,Cambodia,Food Weight,2002,0.422049323
Cameroon,Cameroon,Food Weight,2002,0.567899563
Canada,Canada,Food Weight,2002,0.711247148
Cape Verde,Cape Verde,Food Weight,2002,0.717661508
C. Af. Rep,Central African Republic,Food Weight,2002,0.353935385
Chad,Chad,Food Weight,2002,0.313030287
Chile,Chile,Food Weight,2002,0.733069089
China,China,Food Weight,2002,0.607934297
Colombia,Colombia,Food Weight,2002,0.671891014
Comoros,Comoros,Food Weight,2002,0.358833333
Congo,Congo,Food Weight,2002,0.495343423
Costa Rica,Costa Rica,Food Weight,2002,0.64372295
Ivory Coast,C“te d'Ivoire,Food Weight,2002,0.437678162
Cuba,Cuba,Food Weight,2002,0.708981567
Cyprus,Cyprus,Food Weight,2002,0.732855845
Czech.,Czechoslovakia,Food Weight,2002,0.658498793
North Korea,Democratic People's Republic of Korea,Food Weight,2002,0.581062817
Denmark,Denmark,Food Weight,2002,0.641060023
Djibouti,Djibouti,Food Weight,2002,0.612540884
Dominica,Dominica,Food Weight,2002,0.591012309
Dom. Rep.,Dominican Republic,Food Weight,2002,0.627773581
Ecuador,Ecuador,Food Weight,2002,0.579567826
Egypt,Egypt,Food Weight,2002,0.663060398
El Salvador,El Salvador,Food Weight,2002,0.671499589
Ethiopia,Ethiopia PDR,Food Weight,2002,0.419139944
Fiji,Fiji,Food Weight,2002,0.658727196
Finland,Finland,Food Weight,2002,0.674513962
France,France,Food Weight,2002,0.707718648
Frch. Polyn.,French Polynesia,Food Weight,2002,0.739320586
Gabon,Gabon,Food Weight,2002,0.542191295
Gambia,Gambia,Food Weight,2002,0.49526847
Germany,Germany,Food Weight,2002,0.672784627
Ghana,Ghana,Food Weight,2002,0.371621877
Greece,Greece,Food Weight,2002,0.601899997
Grenada,Grenada,Food Weight,2002,0.660185887
Guatemala,Guatemala,Food Weight,2002,0.617184689
Guinea,Guinea,Food Weight,2002,0.48218589
Guinea-Biss.,Guinea-Bissau,Food Weight,2002,0.461931099
Guyana,Guyana,Food Weight,2002,0.71422592
Haiti,Haiti,Food Weight,2002,0.575460145
Honduras,Honduras,Food Weight,2002,0.595688033
Hungary,Hungary,Food Weight,2002,0.680327332
Iceland,Iceland,Food Weight,2002,0.703553696
India,India,Food Weight,2002,0.703633195
Indonesia,Indonesia,Food Weight,2002,0.523696618
Iran,Iran (Islamic Republic of),Food Weight,2002,0.639437011
Ireland,Ireland,Food Weight,2002,0.610889265
Israel,Israel,Food Weight,2002,0.677600585
Italy,Italy,Food Weight,2002,0.661934427
Jamaica,Jamaica,Food Weight,2002,0.693481106
Japan,Japan,Food Weight,2002,0.729647455
Jordan,Jordan,Food Weight,2002,0.710093633
Kenya,Kenya,Food Weight,2002,0.583582929
Kiribati,Kiribati,Food Weight,2002,0.535226887
Kuwait,Kuwait,Food Weight,2002,0.707105191
Laos,Lao People's Democratic Republic,Food Weight,2002,0.507181548
Lebanon,Lebanon,Food Weight,2002,0.65832596
Lesotho,Lesotho,Food Weight,2002,0.490957462
Liberia,Liberia,Food Weight,2002,0.467279105
Libya,Libya,Food Weight,2002,0.601298201
Madagascar,Madagascar,Food Weight,2002,0.448777026
Malawi,Malawi,Food Weight,2002,0.442002007
Malaysia,Malaysia,Food Weight,2002,0.650419195
Maldives,Maldives,Food Weight,2002,0.708911448
Mali,Mali,Food Weight,2002,0.482529715
Malta,Malta,Food Weight,2002,0.675134281
Mauritania,Mauritania,Food Weight,2002,0.516587212
Mauritius,Mauritius,Food Weight,2002,0.757549377
Mexico,Mexico,Food Weight,2002,0.659072821
Mongolia,Mongolia,Food Weight,2002,0.533757659
Morocco,Morocco,Food Weight,2002,0.693178788
Mozambique,Mozambique,Food Weight,2002,0.337215147
Myanmar,Myanmar,Food Weight,2002,0.481218814
Namibia,Namibia,Food Weight,2002,0.523187545
Nepal,Nepal,Food Weight,2002,0.663196342
Netherlands,Netherlands,Food Weight,2002,0.655770313
New Caledon.,New Caledonia,Food Weight,2002,0.703075456
New Zealand,New Zealand,Food Weight,2002,0.706242788
Nicaragua,Nicaragua,Food Weight,2002,0.54573997
Niger,Niger,Food Weight,2002,0.349801385
Nigeria,Nigeria,Food Weight,2002,0.468003202
Norway,Norway,Food Weight,2002,0.686373267
Pakistan,Pakistan,Food Weight,2002,0.621292023
Panama,Panama,Food Weight,2002,0.66981341
Paraguay,Paraguay,Food Weight,2002,0.576430296
Peru,Peru,Food Weight,2002,0.734643558
Philippines,Philippines,Food Weight,2002,0.606583715
Poland,Poland,Food Weight,2002,0.627565467
Portugal,Portugal,Food Weight,2002,0.693567253
South Korea,Republic of Korea,Food Weight,2002,0.652324447
Romania,Romania,Food Weight,2002,0.648521408
Rwanda,Rwanda,Food Weight,2002,0.354964952
St. Kitts,Saint Kitts and Nevis,Food Weight,2002,0.718154397
Saint Lucia,Saint Lucia,Food Weight,2002,0.675123713
St. Vincent,Saint Vincent and the Grenadines,Food Weight,2002,0.720860174
Samoa,Samoa,Food Weight,2002,0.441247627
Sao Tome,Sao Tome and Principe,Food Weight,2002,0.473682503
Saudi Arabia,Saudi Arabia,Food Weight,2002,0.700211559
Senegal,Senegal,Food Weight,2002,0.542813248
Seychelles,Seychelles,Food Weight,2002,0.741126218
Sierra Leone,Sierra Leone,Food Weight,2002,0.466191971
Solomon Isl.,Solomon Islands,Food Weight,2002,0.350110399
